id,createdAt,agentName,eventType,delta,reason
40c62f09-e7d2-4c5b-be30-2c1cf2f5917c,2026-02-19T22:12:55.507Z,Garrett Voss,inactivity_decay,-2,Natural approval drift toward baseline
3e28fd56-b3bd-44ac-885e-7ad64e29c00f,2026-02-19T22:12:55.503Z,Vera Okonkwo,inactivity_decay,-1,Natural approval drift toward baseline
9ace7c1b-287c-41e9-b9cd-4970fce06b70,2026-02-19T22:12:55.498Z,Sable Chen,inactivity_decay,-2,Natural approval drift toward baseline
7d3e0f52-db3c-4afd-bd02-31e6f52a3c0f,2026-02-19T22:12:55.494Z,Zara Moss,inactivity_decay,-2,Natural approval drift toward baseline
058cd686-37cd-42f5-ae4f-a1f74380992d,2026-02-19T22:12:55.491Z,Finn Kalani,inactivity_decay,-2,Natural approval drift toward baseline
6f4dbc9c-9616-4c05-861d-60e313e69c63,2026-02-19T22:12:55.488Z,Nora Callahan,inactivity_decay,-2,Natural approval drift toward baseline
eaf3a70d-3e5e-4c8a-8ad3-7aca061f6a11,2026-02-19T22:12:55.483Z,Leila Farsi,inactivity_decay,-2,Natural approval drift toward baseline
78e98dac-569f-4e9a-9ad7-a5586c70ce4f,2026-02-19T22:12:55.479Z,Dax Nguyen,inactivity_decay,-2,Natural approval drift toward baseline
537607f6-5ea1-43bc-bfb4-a258150185a4,2026-02-19T22:12:49.566Z,Sam Ritter,campaign_speech,1,Sam Ritter gave a campaign speech
e48de6e4-b01d-4e3e-8768-48b208738ed7,2026-02-19T22:12:42.520Z,Vera Okonkwo,bill_failed_floor,-6,"Sponsored ""Universal Basic Services Act"" which failed the floor vote"
35f9d24c-bccb-49d2-a156-543b1c1648e9,2026-02-19T22:12:41.119Z,Sam Ritter,whip_defected,-5,"Voted against party whip signal on ""Universal Basic Services Act"" (whip said YEA, voted NAY)"
